rating,review_summary,review_description,product_name,Price,product_id,compound,compound_sentiment,rating_sentiment,Polarity,TextBlob_Sentiment
5,Awesome,Camera 📸 quality Good.Battery Backup Average.Performance Good.Display Good.Design Good,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
4,Very Good,"Overall a good product, best in performance, but not much satisfied with camera",vivo T3 Ultra,35999,V2426,0.1411,positive,positive,0.3625,positive
5,Awesome,Good,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Terrific purchase,Good 👍,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Worth every penny,This phone really awesome,vivo T3 Ultra,35999,V2426,0.659,positive,positive,1.0,positive
5,Super!,Very good,vivo T3 Ultra,35999,V2426,0.4927,positive,positive,0.9099999999999999,positive
5,Terrific purchase,"Wow, super mobile 📲 in all categories.Specially designed, camara, designed",vivo T3 Ultra,35999,V2426,0.8271,positive,positive,0.21666666666666667,positive
5,Highly recommended,Every penny worth it,vivo T3 Ultra,35999,V2426,0.2263,positive,positive,0.3,positive
5,Mind-blowing purchase,This mobile is a true all rounder. The camera quality and Display are simply outstanding. In this price segment it is undoubtedly one of the best,vivo T3 Ultra,35999,V2426,0.9001,positive,positive,0.6166666666666667,positive
5,Terrific,After using it for 1 month I can say the phone is fantastic The camera clarity is excellent but the only drawback is the battery drains quite quickly overall very good 📱 phone .I am giving 4/5 for this mobile,vivo T3 Ultra,35999,V2426,0.9168,positive,positive,0.4619999999999999,positive
5,Worth every penny,It is good one. Camera clarity is superb in portrait mode. After 3x photo is not good in normal mode. Remaining thing it is good..Usage and screen wise touch is very nice.. But mobile back cover is not expected as like before..Battery is average one only. Once mobile network and wifi is on battery is getting drained too fast..Display is awesome. Smoothness and brightness level is very good..Performance is very good..But my concern is only battery and zooming camera related issue.,vivo T3 Ultra,35999,V2426,0.9097,positive,positive,0.2853333333333333,positive
5,Classy product,Camera 👌 High level gaming 💪,vivo T3 Ultra,35999,V2426,0.0,neutral,positive,0.16,positive
5,Brilliant,Ok,vivo T3 Ultra,35999,V2426,0.296,positive,positive,0.5,positive
5,Fabulous!,Sach a nice phone sure go for it,vivo T3 Ultra,35999,V2426,0.6249,positive,positive,0.55,positive
5,Terrific purchase,Super cemra nice mobail lelo jaldi,vivo T3 Ultra,35999,V2426,0.7717,positive,positive,0.4666666666666667,positive
5,Mind-blowing purchase,it is a nice smartphone.performance very nice battery life good and camera awesome.But keyboard not satisfactory,vivo T3 Ultra,35999,V2426,0.7499,positive,positive,0.6933333333333334,positive
5,Great product,Best phone under this price range...best thing of this phone is camera it will never disappoints you... battery life is good but charging speed is as compared to one plus slow...phone look is very slim n premium.. definitely i will recommended it if u love to capture ur best photos,vivo T3 Ultra,35999,V2426,0.9747,positive,positive,0.5666666666666667,positive
5,Terrific,Nice phone awesome camera,vivo T3 Ultra,35999,V2426,0.7845,positive,positive,0.8,positive
5,Super!,I must say this is one of the best mobile in this price range,vivo T3 Ultra,35999,V2426,0.6369,positive,positive,1.0,positive
5,Just wow!,Very best beautiful smartphone thanks filpkart,vivo T3 Ultra,35999,V2426,0.9113,positive,positive,0.6833333333333335,positive
5,Best in the market!,stylish and does well when it comes to performance and camera,vivo T3 Ultra,35999,V2426,0.2732,positive,positive,0.5,positive
5,Mind-blowing purchase,The phone was perfect good battery good performance main camera is good ultrawide came is not good rest all good charging is slow but good back up call of duty at 120 fps is just perfect 🔥,vivo T3 Ultra,35999,V2426,0.9584,positive,positive,0.45606060606060606,positive
5,Best in the market!,Amazing,vivo T3 Ultra,35999,V2426,0.5859,positive,positive,0.6000000000000001,positive
5,Highly recommended,Good performance,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
4,Pretty good,Best phone,vivo T3 Ultra,35999,V2426,0.6369,positive,positive,1.0,positive
5,Just wow!,Awesome phone. I'm satisfied with it. Camera quality is also superb but processor is amazing. I recommend it.,vivo T3 Ultra,35999,V2426,0.9377,positive,positive,0.775,positive
5,Classy product,good,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Great product,Excellent camera and Gaming Experience ✅,vivo T3 Ultra,35999,V2426,0.5719,positive,positive,1.0,positive
5,Best in the market!,Best phone in this prise segment,vivo T3 Ultra,35999,V2426,0.6369,positive,positive,1.0,positive
5,Highly recommended,Very nice mobile I am full happy after use one week.camra and battery backup very nice . display and designing very very nice .this product all features is very good.i am very exited after this purchase.,vivo T3 Ultra,35999,V2426,0.9182,positive,positive,0.5557142857142858,positive
5,Must buy!,Value for money.Best Battery Backup.Exlent Camera.I Like The Mobile.THANK YOU FLIPKART,vivo T3 Ultra,35999,V2426,0.5994,positive,positive,0.0,neutral
5,Fabulous!,All in one phone 😘,vivo T3 Ultra,35999,V2426,0.0,neutral,positive,0.0,neutral
5,Fabulous!,Best phone ever.,vivo T3 Ultra,35999,V2426,0.6369,positive,positive,1.0,positive
5,Terrific,So good Vivo product,vivo T3 Ultra,35999,V2426,0.4927,positive,positive,0.7,positive
5,Excellent,Over all cool,vivo T3 Ultra,35999,V2426,0.3182,positive,positive,0.35,positive
5,Awesome,Excellent mobile,vivo T3 Ultra,35999,V2426,0.5719,positive,positive,1.0,positive
5,Perfect product!,Best product and battery and performance better and camera is better,vivo T3 Ultra,35999,V2426,0.875,positive,positive,0.6666666666666666,positive
3,Good,gamers don't buy this mobile free fire game medium graphics only ultra graphics settings gameplay overheating genshine impact 30 fbs only 60 fbs gameplay mobile overheating waste of money,vivo T3 Ultra,35999,V2426,-0.2263,negative,neutral,-0.04,negative
3,Does the job,"I used this phone for 2 days ill tell the reality,.1. Battery is decent but dont expect very fast charging for this..2. Performance is decent but not in a flagship level..3. Cameras are good.4. Display hits a top knotch for this mobile.5. overall rating is 3.5 because i expected battery would long last but it is not as i expected.",vivo T3 Ultra,35999,V2426,-0.0372,negative,neutral,0.03433333333333333,positive
3,Does the job,"Heating issue, battery drain fast 🥺🥺🥺, after a week uses",vivo T3 Ultra,35999,V2426,0.0,neutral,neutral,0.2,positive
5,Fabulous!,"Terrific purchase . if you search for performance based phone this will not disappoint you display is amazing, camera also ok.battey last one day enough.so thanks for Flipkart timely delivery.",vivo T3 Ultra,35999,V2426,0.9013,positive,positive,0.2,positive
5,Just wow!,Good quality 👍😍.AMAZING 😍🤩,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Best in the market!,Good,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Super!,Excellent Performance In All Of Each Single Task...ThankYou Vivo😀,vivo T3 Ultra,35999,V2426,0.5719,positive,positive,0.4642857142857143,positive
3,Decent product,It's performance and battery phone. Display though 1.5 k amoled it is not tuned for comfort. Eyes gets hurt. There are better display panels in market with Lil higher range like One plus 12 or Realme GT6 or Xiaomi 13 phones...Infact Vivo V40 display is tuned differently and is better than T3 ultra...Some bloatware available but can be uninstalled...Cooling mgmt is much better than many phones...This is not a Camera phone but that's okay. Edit your pictures or videos later...Best part about phone is it's very comfortable for hands. Your fingers (Pinky) or thumb or any other doesn't get strained...Meditek processor giving smooth experience..Speakers are also good...No Dolby or HDR display on OTTs like Netflix...Overall value for money.,vivo T3 Ultra,35999,V2426,0.9699,positive,neutral,0.35863636363636364,positive
3,Fair,One time it's buff on screen on running time,vivo T3 Ultra,35999,V2426,0.0,neutral,neutral,0.0,neutral
3,Good,All good except it's automatically shut down the app after sometime I don't in future they fix it or not still I'm very upset about it,vivo T3 Ultra,35999,V2426,0.0018,positive,neutral,0.18611111111111112,positive
3,Really Nice,Good phone with a lot of disturbing adds and apps..Camera is good.Zooming is poor,vivo T3 Ultra,35999,V2426,-0.5423,negative,neutral,-0.0666666666666667,negative
3,Nice,Durability low..,vivo T3 Ultra,35999,V2426,0.0,neutral,neutral,0.0,neutral
3,Nice,Heating while talking and charging,vivo T3 Ultra,35999,V2426,0.0,neutral,neutral,0.0,neutral
3,Nice,Okay,vivo T3 Ultra,35999,V2426,0.2263,positive,neutral,0.5,positive
5,Terrific purchase,Excellent phone performance to good,vivo T3 Ultra,35999,V2426,0.765,positive,positive,0.85,positive
5,Excellent,I loved This😍,vivo T3 Ultra,35999,V2426,0.5994,positive,positive,0.7,positive
3,Good,So good,vivo T3 Ultra,35999,V2426,0.4927,positive,neutral,0.7,positive
5,Simply awesome,Best phone and all rounder.Camera excellent.Performance super excellent.Battery excellent.Very smooth feeling in this phone,vivo T3 Ultra,35999,V2426,0.8625,positive,positive,0.5777777777777778,positive
4,Good quality product,Nice 👍,vivo T3 Ultra,35999,V2426,0.4215,positive,positive,0.6,positive
3,Fair,Ph.is good but network issue any sim,vivo T3 Ultra,35999,V2426,0.2382,positive,neutral,0.7,positive
4,Pretty good,good mobile,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
4,Wonderful,This phone might be best If battery performance is improved.,vivo T3 Ultra,35999,V2426,0.8074,positive,positive,1.0,positive
5,Mind-blowing purchase,Good product.,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Worth every penny,Good monol,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.7,positive
5,Worth every penny,Overall good phone,vivo T3 Ultra,35999,V2426,0.4404,positive,positive,0.35,positive
5,Brilliant,"Vivo T3 Ultra is very nice and superb phone, processor, camera,display is very good but battery is minor throw low So phone is also very good",vivo T3 Ultra,35999,V2426,0.8159,positive,positive,0.5916666666666667,positive
5,Just wow!,Almost impossible to take a bad shot with this phone. Completely loved it !,Google Pixel 8,38999,GPJ41,0.2465,positive,positive,-0.16388888888888883,negative
5,Wonderful,Love it so much 😍.I think Design is better than other phone.Only needed camera pro mode,Google Pixel 8,38999,GPJ41,0.7964,positive,positive,0.26875,positive
5,Just wow!,Good camera.AI features editor amazing,Google Pixel 8,38999,GPJ41,0.7717,positive,positive,0.65,positive
5,Brilliant,"I have been using the Pixel 8 for 2 months. Here is my experience so far. I'll divide the review in Pros and cons..Pro:.1. Camera: So far this is the proper point and shoot camera. Just open the camera, click pictures and they will turn out to be great. Compared to Samsung's, iphone people prefer pictures by pixel, be it any situation..2. UI: There's a following for pixel users that blindly opt for it. I'll have to say they are right about it. It was a great experience using it any day. If you find bugs just report it and they will sort out in like a week by OTA updates..3. Battery: There's a catch here. Just use it for like a week in the beginning. It will be very bad but after a week I don't know what happened it just gives me like a day and half battery easily with around 6-7 hours of screen on time any day. I'm a moderate user, just use it for music, social media, camera and email..4. Looks: It is easily distinguished by others, that it is a pixel phone. It looks different, feels great in hand, is a one hand phone..Cons:.1. Charging: I'm using the google 30W charger and it takes around 1 and half hour to charge from like 5-10% to 100. It initially charges fast but after around 70 becomes very slow..2. Heat: If you're on 5G network and downloading stuff, it tends to heat up but not uncomfortably hot. Same goes for gaming as well..3. Accessories: They are hard to find in market. Provided by companies like Spigen and google are quite expensive. Screen guard is a hard match to find..4. Network: Not much of a issue for me. I've using a Vi and an airtel sim in it. All I can say is there is a slight network reception lower than other phones but doesn't affect the calling per say. Yes it do affect downloading speeds sometimes..Update after 1 month:.1. Heating issues: Its resolved quite a lot. I hardly find the phone to be heating while using or while charging..2. Screen: I recently noticed that it has a very bright screen and has excellent outdoor visibility. It much brighter than iphones for sure..3.AI features: I've not used like every AI features but I've used magic eraser and it works very good. Feels as if it was photoshopped by someone..Even used it with videos. It erases the background noises very professionally.",Google Pixel 8,38999,GPJ41,0.9955,positive,positive,0.11353281853281856,positive
4,Pretty good,"My first device has damaged and then I got a complete replacement through F1 info solutions. It's been a month of usage, I'm facing serious heating issues and battery draining. Afterall, it's beast especially for camera, vibration motor, crispy display.overall phenomenal experience 😍",Google Pixel 8,38999,GPJ41,-0.3612,negative,positive,0.10333333333333332,positive
5,Brilliant,"I recently upgraded from iPhone 14 to Google Pixel 8. And it's worth every penny..Don't hesitate and just go for it, without any second thought.",Google Pixel 8,38999,GPJ41,0.4047,positive,positive,0.09999999999999999,positive
4,Worth the money,Probably the best android phone in terms of user expirience..Lots of things to learn.camera captures real photos..Only issue is phone heating on the side aluminium panel which is really annoying considering its winter in india..I will post another review in a month after heavy gaming.,Google Pixel 8,38999,GPJ41,0.2975,positive,positive,0.049999999999999975,positive
5,Terrific purchase,Very premium looking and compact. Good camera and filled with amazing ai features!!!! Overall very balanced phone💙.,Google Pixel 8,38999,GPJ41,0.8346,positive,positive,0.4166666666666667,positive
5,Must buy!,"I got it yesterday; There is a difference between warm and hot! It feels warm when gaming (not heat) and it's slightly more warmer during charging than gaming(This is my true experience in one day whole usage). Kindly, don't believe others complaining, they are just bots. It's build quality is top notch buy back is slippery mind it! Get a case and other accessories as soon as u can. Camera, believe me Unbeatable! Battery when not in use don't drain but when in use, it drains ideally....not like superfast draining! Nope. All other experience again top notch. When you scroll the phone without switching to 120hz; you still feel like you are running at 120hz (believe me). And Yes, people notice and asks about pixel. Some are even crazy for it. 🤗 I was scared before buying but I'm glad now. I had manifested that I will buy a pixel someday and after 2.5 years; here it is! 🥰 Concluding: Please, don't believe people's saying it's heating or other problems they are FAKE! I'm from odisha, u know how much hot here! Go for Pixel Anyday!🙏",Google Pixel 8,38999,GPJ41,0.8696,positive,positive,0.2017463235294118,positive
4,Value-for-money,"Whoever is thinking bout buying the phone right now stop. If you ain't getting any good offers or you are not a pixel fan, then there is no point in buying this phone at this price..Pros:-..Cameras: like every other youtuber is saying bout this phones cameras, it's top class. The raw photos has really good details and the dynamic range is pretty good. I would say photos are better than the iphones. Videos with this phone can easily be compared with the videos from iphone 13/14/15. Also you will be spending quite some time fidgeting with the gazillion AI features this phone comes with...Software: another highlight of this phone, fluid software, no bloatware nothing, just the pure Android experience. Although there are some bugs right now, like screen freezing etc, but they will surely be solved by further software updates..Display and design: Display is crisp and sharp and the design of the phone gives the user a comfortable holding experience. One handed usable phone..Cons:-..Network connectivity: downright bad, I continuously shift between 3 states and in places where my s20 gives pretty good connections, the pixel fails. Can't even make calls or do UPI transactions in some places. In my opinion, places where the network signals are good this phone can do well as soon as the amount of signals drop the phone struggles to capture signals. Keep this in mind before buying this phone a real headache for me...Performance: As I am not a heavy gamer, I can't say anything on the gaming front but I did run some rendering tasks and the phone heated up like crazy. But to the avg user this phone has enough power to pull itself through the day. BATTERY is average tho.",Google Pixel 8,38999,GPJ41,0.0108,positive,positive,0.17794261294261296,positive
5,Highly recommended,I bought p8 for 54k with cc and exchange and other offer.so far I am highly satisfied. Display is great but less contrasty so you feel washed out colour after switching from old phone. I am getting 6 to 7 hrs of SOT with a new software update. The phone will be warm some time on the network but not on wifi. I haven't noticed any call drops. I think the recent software update resolved many issues. Go for it if you are not a gamer.,Google Pixel 8,38999,GPJ41,0.7904,positive,positive,0.24446969696969698,positive
5,Excellent,"What you'll like:.- Great pics.. no matter what the lighting. Came here from an S22 Ultra. Unlike that, the P8 naturally knows when and how to take the perfect, contrasty pic. IDK how!!.- 'Best take' feature is a must have. Boon if you have kids or take a lot of group pics..- Compact, Fast and Great Screen... easily visible even in direct sunlight..- Slick haptics.- Battery lasts an entire day.- Smartness just evenly spread across the entire OS..- Superb value if bought during the sale...What you may not:.- It's a portable hand warmer. 8).- Slightly heavy vs the competition due to the battery..- Casting only works to Chromecast and Android TVs. (Hdmi out via USB-C does save the day!).- SIM+eSIM instead of dual SIM.- Not-so-fast Fast charging. 1.5h to full. Also no battery life extender (like 80% limit)...No phone is perfect and This surely isn't!.Due to the unparalleled camera abilities, it's worth every single down side.",Google Pixel 8,38999,GPJ41,0.9917,positive,positive,0.3252760524499655,positive
5,Fabulous!,"Perfect size phone for a compact phone user. Hazel color looks amazing..It has the best display on a phone in the world(check DXOMark rating)..The phone is quick and the touch is amazing!.Battery life is decent considering display quality and the brightness..I'm yes and to test the camera, but pixel never disappoints in that genre😆",Google Pixel 8,38999,GPJ41,0.8346,positive,positive,0.625,positive
4,Worth the money,Overall it's a good premium stock Android phone...Battery heats up (when exposed in the direct sun) sometimes and slows down the charging speed...Otherwise it's a smooth and top notch phone as you expect from a Pixel device.,Google Pixel 8,38999,GPJ41,0.5267,positive,positive,0.25740740740740736,positive
4,Nice product,"Initial impressions (its been about three days since I got the phone).The phone looks and feels GREAT. Better in real life than in pictures (even the official pictures put up by Google). Definitely an eye-turner in a market full of samsungs and apples..The camera lives up to the hype. Realistic images - what you see with your eyes is what the phone captures..The display is amazing, the UI is smooth and has that premium feel because of the small details (animations, etc) that google pays attention to. The speakers are loud and good. However, the pitch seems to go a little higher than the original audio at maximum volume - it's noticeable only if you listen closely though. Not that big of a problem..AI features - best-take, magic eraser, etc work well enough. Once gemini nano comes to this phone, let's see how things get better..So many customisation options on the pure Android make the phone feel like a delight....HOWEVER, there are a few drawbacks. The battery life is not all that great - it does last me a full day but I'm only a moderate user. Anything more and I need to recharge it atleast once during the day..The charging is slow. I moved from a POCO 67 watt ultra charge speed and this feels awfully slow compared to that, even with Google's official charger and cable..The phone does heat up - it's not THAT bad that you cannot hold it in your hands. It's as heated as a mid+range phone doing high-range tasks. However it is disappointing to see this heating issue on a premium device that we pay so much for. The phone heats up especially while running on mobile data/ with hotspot turned on. Even when idle, it's warm. Warm. not hot to be really honest...I have not found Any other common issues reported with pixel 8 - such h as face unlock being slow, or fingerprint reader being bad and slow, or network coverage issues (in fact, network coverage is better than my old phone - I get data in places I did not previously receive). Performance with games (I don't play extremely heavy games - just 400-600 MB type of games) is also good and smooth. No issues there either...All in all, except the occasional warming up and slight battery issue (draining and charging both), the phone is a must buy. Everything else about it is literally perfect - especially the satisfying haptics and the countless customisations",Google Pixel 8,38999,GPJ41,0.9854,positive,positive,0.13276998299319726,positive
5,Classy product,Nice performance of camera... Good Software experience.. Battery 🔋 performance also good for the full day,Google Pixel 8,38999,GPJ41,0.8225,positive,positive,0.5874999999999999,positive
5,Highly recommended,One of the best cameras you can get on Android phones,Google Pixel 8,38999,GPJ41,0.6369,positive,positive,1.0,positive
5,Perfect product!,"The phone is excellent. No heating, but it does get ever so slightly warm but no where close to how hot tensor G1 and G2 got.performance is top notch. Haptic on this phone is ultimate it's way better than any other phone including iphones. Display is beautiful. This time Google nailed it. Feels very premium.",Google Pixel 8,38999,GPJ41,0.9536,positive,positive,0.4194444444444445,positive
5,Highly recommended,"Must buy amazing phone,camera quality awesome,in hand feel also awesome, just go for it",Google Pixel 8,38999,GPJ41,0.9022,positive,positive,0.8,positive
5,Must buy!,"feel premium..display,camera and biuld quality superb..heats little bit if u use continuously",Google Pixel 8,38999,GPJ41,0.0,neutral,positive,-0.1875,negative
5,Mind-blowing purchase,Camera 10/10.User Experience 10/10.Display 10/10.Performance 10/10 - No issues so far..120Hz display feels so much better,Google Pixel 8,38999,GPJ41,0.2449,positive,positive,0.5,positive
5,Mind-blowing purchase,"Just perfect phone. Don't go with negative ratings. Phone is so good for normal usage. No heating issue so far. If you feel battery draining fast, then disable digital wellbeing app through Android debloater.",Google Pixel 8,38999,GPJ41,0.8496,positive,positive,0.2642857142857143,positive
5,Classy product,Just looking like a 😳 worth,Google Pixel 8,38999,GPJ41,0.5267,positive,positive,0.3,positive
5,Terrific purchase,"Camera is very excellent, smoothly working, 10-12 hour battery backup on screen.",Google Pixel 8,38999,GPJ41,0.6115,positive,positive,0.7,positive
5,Highly recommended,Much better than My older pixel 7.Really licked pixel 8 a lot.,Google Pixel 8,38999,GPJ41,0.4404,positive,positive,0.3333333333333333,positive
5,Mind-blowing purchase,"People looking to buy a premium phone with a limited budget should definitely lay hand on this one....I was a bit sceptical on buying this product but once when I started using this I was amazed.....Pros:.1. The camera is top notch even amateur photographers will click beautiful photos on this one.2. Haptic: The bestest you will get in the market..3. In hand feel: So light and compact, premium feeling and easy to hold.4. Software: Clean,best already upgraded to Android 15.5. There are some beautiful features in this phone which feels so so amazing..Cons:.1. Battery life is little less, if you are a heavy gamer avoid this phone as it heats up a little bit and battery drains quickly as well...If you are looking for premium phone within budget you can definitely buy this one without even a second thighy",Google Pixel 8,38999,GPJ41,0.9787,positive,positive,0.15357142857142855,positive
5,Best in the market!,Well I got it is with exchange of my old phone. Have been using OnePlus devices from last siz years...This phone has been working fine for me from last 15 days. I saw people talking about battery period. I found it similar to previous phone. Full charge giving me a full day battery as per my usage..The camera is good. Taking beautiful pictures at low light. Other AI features are also fine but haven't used those completely...Not facing a heating issue as mentioned by many reviews..Overall good huy,Google Pixel 8,38999,GPJ41,0.8674,positive,positive,0.28072916666666664,positive
5,Must buy!,brilliant color...brilliant phone!,Google Pixel 8,38999,GPJ41,0.6239,positive,positive,1.0,positive
5,Worth every penny,"Using pixel 8, 256gb from past one month its very smooth and cool. But the battery won't last more and.Not suitable for gaming...Superb camera quality..Design wise looking decent and immersive.",Google Pixel 8,38999,GPJ41,0.7124,positive,positive,0.31708333333333333,positive
5,Perfect product!,I'll update this review once my phone receives 1 or 2 updates because the heating issues are pretty bad,Google Pixel 8,38999,GPJ41,-0.0772,negative,positive,-0.22499999999999992,negative
4,Really Nice,"I was in deep dilemma for which phone to buy between I phones, Samsungs and One Plus. But somehow have not heard great things about One Plus lately, so stuck to top 3. Of that, I wanted to stick to Android as Apple is needlessly exclusive. So ended up with Samsung and Pixel shortlist. After reading multiple reviews, went for Pixel 8. It's a pleasant experience so far. Amaze camera and Ai features, handy compact phone, google keeps doing some nudges and fun stuff on it's own like creating collages, giving some important info like need to clean lens of camera etc. The only reason why I gave it 4 star is that battery lasts just about 18 -20 hours with decent leaning towards heavy usage. Being a one plus user, this was like.. okay. Otherwise go for it. Quite a cool phone. And don't forget to buy fast charger because else its a little primitive in that area.",Google Pixel 8,38999,GPJ41,0.9873,positive,positive,0.2214583333333333,positive
4,Really Nice,"Phone gets warm during basic tasks, battery life is also not that great imo..Update: most issues fixed after software update.",Google Pixel 8,38999,GPJ41,-0.3387,negative,positive,0.4,positive
4,Wonderful,"The phone is an average phone regarding the price. It is not justified with its price...Pros:.1. Back camera is top notch..2. Low light photography is awesome..3. Smooth android experience..4. Display is good for content consumption..5. Lil bit gaming is okay..6. Backside look and colour is very good. Gives Premium feeling...Cons:.1. Selfie camera is bad..2. Battery drains quickly some time..3. I faced charging issue with my old OnePlus Adaptor..4. Performance is average..5. The phone gets heat up while changing..6. Using tempered glass can create smooth typing issues...If your preference is just for Camera or normal use, You can go for it. Otherwise go for any other brand phones.",Google Pixel 8,38999,GPJ41,0.6533,positive,positive,0.24416666666666664,positive
5,Terrific,Pixel is King👑,Google Pixel 8,38999,GPJ41,0.0,neutral,positive,0.0,neutral
5,Simply awesome,Amazing Phone from Google. Perfect size. Nice colour. All good.,Google Pixel 8,38999,GPJ41,0.9217,positive,positive,0.7250000000000001,positive
5,Fabulous!,"Updated from Pixel 6a to Pixel 8. Superb deal during the big billion days. Battery backup could have been better, camera no doubt is great, performance, display are awesome. Overall a great product.",Google Pixel 8,38999,GPJ41,0.9485,positive,positive,0.5857142857142856,positive
5,Super!,Overall a classy product.,Google Pixel 8,38999,GPJ41,0.4404,positive,positive,0.05,positive
5,Perfect product!,Just one word - Awesome!,Google Pixel 8,38999,GPJ41,0.6588,positive,positive,1.0,positive
5,Brilliant,The pixel ever used..1. Camera - 10/ 10 the biggest Samsung sensors ever which is GN2..2. Display - 10/10 crisp and 120 hz is fantastic..3. Design - 10/10 Compact and not able to believe that everything is there..4. Battery - 9/10 Decent battery.,Google Pixel 8,38999,GPJ41,0.0,neutral,positive,0.05555555555555555,positive
5,Fabulous!,"An absolute banger of a product by Google. I chose this over the iPhone 15 and S24 and my oh my I was right. There's no way I'm going back to a mid range or cheap phone like the Oppos or Redmi again. Not like I'll have to ever, the longevity of Google is enough to keep me with them for many years...I have loved the experience of the product so far and I am glad I bought the Pixel 8. However, there are still some points to note. The camera doesn't have a Pro mode or High Res mode, although there is RAW mode and you can use Pro mode in Lightroom Camera. The first few days with the battery and charging are a pain. The adaptive battery kicks after quite a long time. The features are available but you need to leave the product on WiFi and charge all night for it to fully set up...Also, the Pixel 8 is a goddamn heater when using 5G that's the only thing I don't like. I know it's because of the Samsung 5G modem they use but 5G takes away all the battery and heats up the phone really badly. So beware.",Google Pixel 8,38999,GPJ41,-0.5558,negative,positive,0.1286080586080586,positive
5,Must buy!,"This is my first time purchasing a Pixel, after previously using the Samsung S23 and iPhone 14. I was getting bored with both the brands operating systems, so I decided to try something different...I was initially hesitant about buying the Pixel 8, having heard about issues like overheating and battery drain. Despite my concerns, I decided to take the plunge and I'm glad I did...After using it for the past two days, here are my impressions:..No heating issues so far, it gets slightly warm, but nothing more than what you'd expect from other smartphones...Battery life is better than expected, not as bad as some reviews suggest...No call drops, whether indoors or outdoors...Smooth performance for everyday use...The camera is fantastic, especially compared to the iPhone 14. While it lacks a telephoto lens, the 2x digital zoom still delivers high-quality shots. Pixels reputation for excellent cameras holds true...Charging speed is comparable to Samsung and iPhone flagships, which is fine with me since faster charging often reduces battery lifespan...Full-day battery backup on average use...I'm using both Jio and Airtel, and no network issues so far...Overall, it's been a great experience with none of the major concerns I was worried about...I strongly feel after using it that timely software updates by Google (promised for 7 years) have solved the majority of issues we hear about this device over the internet.",Google Pixel 8,38999,GPJ41,0.982,positive,positive,0.14655797101449275,positive
5,Terrific purchase,"Didn't see any heating issues which was a concern and I can see it's a niche product, not for everyone but hopefully pixels will become more mainstream.",Google Pixel 8,38999,GPJ41,0.5499,positive,positive,0.5,positive
5,Awesome,Worth it.Camera - 10/10.Performance - 10/10.Display - 10/10.In hand feel - 10/10.Battery - 8/10.Software experience (AI) - 10/10,Google Pixel 8,38999,GPJ41,0.6249,positive,positive,0.3,positive
5,Great product,It's too early for review but this is based on first few days experience. 7 years of OS and security updates was pleasant and unexpected. I was a fan since Nexus series but now with the Pixel series specifically Pixel 8 they did a major upgrade complementing with AI and photography. Google has always been champ of OS and now they are excelling Hardware also combining AI and Photography. Cheers.,Google Pixel 8,38999,GPJ41,0.9765,positive,positive,0.17430555555555557,positive
4,Nice product,"Absolutely stunning phone in this price range. Good performance, awesome camera and display. Showstopper of BBD sale.",Google Pixel 8,38999,GPJ41,0.8718,positive,positive,0.7333333333333334,positive
3,Nice,"Upgraded from Vivo y50 to pixel 8..1. Performance - Great.2. Camera - definitely better than apple in colour quality but have to improve in blur and potrait mode.3. Battery - after 90% charge it will give you 1 day battery life easily.4. Design - The Best in world.5. Display - it's too good..Bonus point (TiP).Go for only Google charger, I bought ambrane charger which said it's 30W but written doun if can only give Power supply Max of 20v so go for only Google charger...Please don't go for ambrane charger.Will regret like me and ambrane charger don't even give refund.",Google Pixel 8,38999,GPJ41,0.9186,positive,neutral,0.3,positive
5,Great product,All good in the phone dont need to purchase a eaten fruit.....,Google Pixel 8,38999,GPJ41,0.4404,positive,positive,0.7,positive
5,Wonderful,"Camera is Great, no heating issue.....feels so fast due to various optimization and battery last whole day if screen time is not so much... Fully loaded with features. Worth it",Google Pixel 8,38999,GPJ41,0.7506,positive,positive,0.196875,positive
5,Great product,More better than I phone at this price ... If u not want to be within limits then go for it best android phone without any lags .. Samsung + Google pixel rocks,Google Pixel 8,38999,GPJ41,0.8512,positive,positive,0.6666666666666666,positive
4,Delightful,"As we all know if bought in India we don't get much of the AI Magic 😔...Having said that, the phone is really good to use in hands the haptics, screen, buttons everything u interact with is a really good experience...Camera for which this phone is praised is also really good. But, in back camera switching to .5 zoom and taking pic of anything closer yields a very pixelated image. Also, if u open the camera all the other apps are just abruptly killed. Yes that 8GB ain't enough to keep the apps open in the background. We gotta rely on the app itself to resume from where we left...When it comes to usage sadly the battery life is horrible for the 80+k i paid I would expect atleast 5 to 6 hrs of SOT. But all I get is 3 - 4 hrs that with few tweaks done here and there...So, if u are a true pixel fan go for this otherwise look somewhere else.",Google Pixel 8,38999,GPJ41,-0.0285,negative,positive,0.08281249999999998,positive
